interaction_types;drug_name
blocker;SELETRACETAM
modulator;SELETRACETAM
agonist;SELEXIPAG
antagonist;SELFOTEL
agonist;SELGANTOLIMOD
inhibitor;SELICICLIB
inhibitor;SELINEXOR
inhibitor;SELITRECTINIB
agonist;SELODENOSON
inhibitor;SELONSERTIB
antagonist;SELTOREXANT
allosteric modulator;SELUMETINIB
inhibitor;SELUMETINIB
antagonist;SELURAMPANEL
inhibitor;SEMAGACESTAT
agonist;SEMAGLUTIDE
inhibitor;SEMAPIMOD
inhibitor;SEMAXANIB
inhibitor;SEMULOPARIN SODIUM
blocker;SENICAPOC
agonist;SENKTIDE
inhibitor;SENNOSIDES
agonist;SEOCALCITOL
agonist;SEPETAPROST
inhibitor;SERABELISIB
agonist;SERACTIDE ACETATE
antagonist;SERATRODAST
activator;SERELAXIN
inhibitor;SERGLIFLOZIN ETABONATE
antagonist;SERGOLEXOLE
antibody;SERIBANTUMAB
modulator;SERIDOPIDINE
agonist;SERINE
antagonist;SERLOPITANT
agonist;SERMORELIN ACETATE
agonist;SEROTONIN
inhibitor;SEROTONIN
antagonist;SERTINDOLE
inhibitor;SERTINDOLE
binder,inhibitor;SERTRALINE
inhibitor;SERTRALINE
negative modulator,inhibitor;SERTRALINE
negative modulator,inhibitor,binder;SERTRALINE
inhibitor;SERTRALINE HYDROCHLORIDE
antagonist;SETIPIPRANT
antagonist;SETIPTILINE
agonist;SETMELANOTIDE
agonist;SETOGEPRAM
antagonist;SETOGEPRAM
binder;SEVELAMER
activator;SEVOFLURANE
agonist;SEVOFLURANE
antagonist;SEVOFLURANE
inhibitor;SEVOFLURANE
positive modulator;SEVOFLURANE
inhibitor;SF-1126
inhibitor;SGI-1776
agonist;SGN-30
inhibitor;SGX-523
inhibitor;SIBUTRAMINE
inhibitor;SIBUTRAMINE HYDROCHLORIDE
inhibitor;SILDENAFIL
inhibitor;SILDENAFIL CITRATE
inhibitor;SILMITASERTIB
antagonist;SILODOSIN
antagonist,antibody;SILTUXIMAB
antibody;SILTUXIMAB
inhibitor;SILTUXIMAB
binder;SILVER
inhibitor;SIMOTINIB
inhibitor;SIMTUZUMAB
inhibitor;SIMUROSERTIB
inhibitor;SIMVASTATIN
inhibitory allosteric modulator;SIMVASTATIN
agonist;SINAPULTIDE
agonist;SINCALIDE
inhibitor;SIPLIZUMAB
agonist;SIPONIMOD
modulator;SIPONIMOD
inhibitor;SIROLIMUS
inhibitor;SIRUKUMAB
inhibitor;SITAGLIPTIN
inhibitor;SITAGLIPTIN PHOSPHATE
antagonist;SITAXENTAN
inhibitor;SITRAVATINIB
inhibitor;SIVELESTAT
agonist;SKF-38393
inhibitor;SLX-4090
agonist;SMC021
antagonist;SNAP-7941
inhibitor;SNS-314
agonist;SOBETIROME
agonist;SODELGLITAZAR
inhibitor;SODIUM CARBONATE
activator;SODIUM NITROPRUSSIDE
agonist;SODIUM OXYBATE
inhibitor;SODIUM STIBOGLUCONATE
binder;SODIUM ZIRCONIUM CYCLOSILICATE
agonist;SOFINICLINE
agonist;SOLABEGRON
inhibitor;SOLCITINIB
antagonist;SOLIFENACIN
antagonist;SOLIFENACIN SUCCINATE
antibody;SOLITOMAB
inhibitor;SOLRIAMFETOL
agonist;SOMATOSTATIN
agonist;SOMATREM
agonist;SOMATROPIN
agonist;SONEDENOSON
antibody;SONEPCIZUMAB
antagonist;SONEPIPRAZOLE
antagonist;SONIDEGIB
inhibitor;SONIDEGIB
inhibitor;SONIDEGIB PHOSPHATE
inhibitor;SONOLISIB
antagonist;SORAFENIB
inhibitor;SORAFENIB
inhibitor;SORAFENIB TOSYLATE
inhibitor;SORBINIL
inhibitor;SOTAGLIFLOZIN
antagonist;SOTALOL
inhibitor;SOTALOL
antagonist;SOTALOL HYDROCHLORIDE
blocker;SOTALOL HYDROCHLORIDE
inhibitor;SOTATERCEPT
inhibitor;SOTRASTAURIN
agonist;SPAGLUMIC ACID
ligand;SPAGLUMIC ACID
inhibitor;SPARFLOXACIN
antagonist;SPARSENTAN
antibody;SPARTALIZUMAB
inhibitor;SPEBRUTINIB
inhibitor;SPEBRUTINIB BESYLATE
blocker;SPERMIDINE
agonist;SPERMINE
binder;SPERMINE
blocker;SPERMINE
ligand;SPERMINE
product of;SPERMINE
activator;SPHINGOSINE
allosteric modulator;SPINORPHIN
antagonist;SPINORPHIN
antagonist;SPIPERONE
antagonist;SPIRAMIDE
inhibitor;SPIRAPRIL
inhibitor;SPIRAPRIL HYDROCHLORIDE
inhibitor;SPIRAPRILAT
agonist;SPIRONOLACTONE
antagonist;SPIRONOLACTONE
binder;SPIRONOLACTONE
inhibitor;SPIRONOLACTONE
agonist;SPIROXATRINE
antagonist;SPIROXATRINE
inhibitor;SPLITOMICIN
inhibitor;SQ109
inhibitor;SR-13668
antagonist;SR16234
agonist;SR9009
agonist;SR9011
inhibitor;S-ROLIPRAM
activator;SRT-2104
antagonist;SRX246
antagonist;SRX251
antagonist;SSR125543
partial agonist;SSR180711
antagonist;ST1535
inhibitor;STAMULUMAB
agonist;STANOZOLOL
binder;STANOZOLOL
allosteric modulator;STAUROSPORINE
inhibitor;STAUROSPORINE
agonist,positive modulator;STIRIPENTOL
inhibitor;STIRIPENTOL
activator;STREPTOKINASE
cleavage;STREPTOKINASE
ligand;STREPTOZOCIN
modulator;STREPTOZOCIN
allosteric modulator;STRYCHNINE
antagonist;STRYCHNINE
inhibitor;STX-100
inhibitor;SU-014813
binder;SU-9516
inhibitor;SU-9516
modulator;SUCCIMER
inhibitor;SUCCINIC ACID
agonist;SUCCINYLCHOLINE CHLORIDE
agonist,inducer;SUCRALFATE
binder;SUCRALFATE
inducer;SUCRALFATE
inhibitor;SUCRALFATE
ligand;SUCROSOFATE
agonist;SUFENTANIL
agonist;SUFENTANIL CITRATE
antagonist;SUFUGOLIX
agonist;SULFASALAZINE
antagonist;SULFASALAZINE
inhibitor;SULFASALAZINE
activator;SULFINPYRAZONE
inhibitor;SULFINPYRAZONE
antagonist;SULINDAC
inhibitor;SULINDAC
negative modulator;SULINDAC
agonist;SULODEXIDE
potentiator;SULODEXIDE
antagonist;SULPIRIDE
inhibitor;SULPIRIDE
agonist;SULPROSTONE
antagonist;SULUKAST
agonist;SUMANIROLE
agonist;SUMATRIPTAN
antagonist;SUMATRIPTAN
agonist;SUMATRIPTAN SUCCINATE
inhibitor;SUNITINIB
inhibitor;SUNITINIB MALATE
inhibitor;SUPROFEN
activator;SURAMIN
agonist;SURAMIN
antagonist;SURAMIN
inhibitor;SURAMIN
antagonist;SURINABANT
inhibitor;SURUFATINIB
antibody;SUTIMLIMAB
agonist;SUVN-G3031
antagonist;SUVOREXANT
agonist;SUXAMETHONIUM
antagonist;SYL-1001
agonist;SYNTHETIC CONJUGATED ESTROGENS, B
agonist;T091317
inhibitor;TA-5493
inhibitor;TABALUMAB
agonist;TABIMORELIN
inhibitor;TABIMORELIN
agonist;TACALCITOL
inhibitor;TACEDINALINE
inhibitor;TACRINE
inhibitor;TACRINE HYDROCHLORIDE
inhibitor;TACROLIMUS
inhibitor;TADALAFIL
antagonist;TADOCIZUMAB
inhibitor;TAE-684
chaperone;TAFAMIDIS
inhibitor;TAFETINIB
agonist;TAFLUPROST
binder;TAGRAXOFUSP
inhibitor;TAK-285
antagonist;TAK-441
agonist;TAK-448
inhibitor;TAK-593
inhibitor;TAK-659
inhibitor;TAK-715
allosteric modulator;TAK-733
inhibitor;TAK-733
inhibitor;TAK-901
agonist;TAK-954
inhibitor;TAK-960
inhibitor;TALABOSTAT
antagonist;TALADEGIB
inhibitor;TALAROZOLE
inhibitor;TALAZOPARIB
inhibitor;TALAZOPARIB TOSYLATE
antagonist;TALBUTAL
positive modulator;TALBUTAL
potentiator;TALBUTAL
inhibitor;TALIZUMAB
binder;TALLIMUSTINE
inhibitor;TALMAPIMOD
antagonist;TALNETANT
antagonist;TALNIFLUMATE
agonist;TALTIRELIN
agonist;TAMIBAROTENE
agonist;TAMOXIFEN
agonist,antagonist;TAMOXIFEN
inducer;TAMOXIFEN
inhibitor;TAMOXIFEN
modulator;TAMOXIFEN
modulator;TAMOXIFEN CITRATE
antagonist;TAMSULOSIN
antagonist;TAMSULOSIN HYDROCHLORIDE
agonist;TANAPROGET
agonist;TANDOSPIRONE
inhibitor;TANDUTINIB
inhibitor;TANESPIMYCIN
inhibitor;TANEZUMAB
inhibitor;TANOMASTAT
inhibitor;TANZISERTIB
agonist;TAPENTADOL
inhibitor;TAPENTADOL
agonist;TAPENTADOL HYDROCHLORIDE
inhibitor;TAPENTADOL HYDROCHLORIDE
agonist;TAPINAROF
agonist;TAPRENEPAG
agonist;TAPROSTENE
antagonist;TARAFENACIN
agonist;TARANABANT
antagonist;TARANABANT
inverse agonist;TARANABANT
modulator;TARENFLURBIL
antibody;TAREXTUMAB
inhibitor;TARIQUIDAR
inhibitor;TARLOXOTINIB
inhibitor;TAS-115
inhibitor;TAS-119
inhibitor;TASELISIB
agonist;TASIMELTEON
agonist;TASONERMIN
antagonist;TASOSARTAN
agonist;TASPOGLUTIDE
allosteric modulator;TASQUINIMOD
agonist;TAURINE
inhibitor;TAURINE
ligand;TAUROCHOLATE
agonist;TAZAROTENE
inhibitor;TAZEMETOSTAT
inhibitor;TB-402
antagonist;TC-2216
agonist;TC-6499
agonist;TC-6987
inhibitor;TCD-717
agonist;TEBANICLINE
agonist;TECADENOSON
allosteric modulator;TECALCET
modulator;TECALCET HYDROCHLORIDE
ligand;TECHNETIUM (99MTC) TILMANOCEPT
agonist;TEDALINAB
antagonist;TEDATIOXETINE
inhibitor;TEDATIOXETINE
blocker;TEDISAMIL
agonist;TEDUGLUTIDE
inhibitor;TEGAFUR
agonist;TEGASEROD
antagonist;TEGASEROD
antagonist,partial agonist;TEGASEROD
partial agonist;TEGASEROD MALEATE
inhibitor;TEGLARINAD CHLORIDE
inhibitor;TELAGLENASTAT
inhibitor;TELAPREVIR
modulator;TELAPRISTONE ACETATE
inhibitor;TELATINIB
agonist;TELBERMIN
antagonist;TELCAGEPANT
inhibitor;TELISOTUZUMAB
antagonist;TELMISARTAN
partial agonist;TELMISARTAN
inhibitor;TELOTRISTAT
inhibitor;TELOTRISTAT ETHYL
inverse agonist;TEMANOGREL
ligand;TEMAZEPAM
positive modulator;TEMAZEPAM
inhibitor;TEMOCAPRIL
modulator;TEMOZOLOMIDE
inhibitor;TEMSIROLIMUS
inhibitor;TENALISIB
inhibitor;TENAPANOR
inhibitor;TENAPANOR HYDROCHLORIDE
activator;TENECTEPLASE
inhibitor;TENELIGLIPTIN
partial agonist;TENELIXIMAB
activator;TENIDAP
inhibitor;TENIPOSIDE
antagonist;TENOCYCLIDINE
inhibitor;TENOXICAM
inhibitor;TEPOTINIB
antagonist;TEPROTUMUMAB
antibody;TEPROTUMUMAB
inhibitor;TEPROTUMUMAB
antagonist;TERAZOSIN
inducer;TERAZOSIN
inhibitor;TERAZOSIN
antagonist;TERAZOSIN HYDROCHLORIDE HYDRATE
inhibitor;TERBINAFINE
agonist;TERBUTALINE
antagonist;TERBUTALINE
agonist;TERBUTALINE SULFATE
antagonist;TERFENADINE
binder;TERFENADINE
blocker;TERFENADINE
inhibitor;TERFENADINE
agonist;TERGURIDE
agonist,antagonist;TERGURIDE
antagonist;TERGURIDE
inhibitor;TERIFLUNOMIDE
agonist;TERIPARATIDE
binder;TERIPARATIDE
agonist;TERIPARATIDE ACETATE
agonist;TERLIPRESSIN
stimulator;TERLIPRESSIN
antagonist;TERTATOLOL
antagonist;TERUTROBAN
agonist;TESAGLITAZAR
agonist;TESAMORELIN
binder;TESAMORELIN
agonist;TESAMORELIN ACETATE
inhibitor;TESEVATINIB
antagonist;TESMILIFENE
inducer;TESMILIFENE
inhibitor;TESTOLACTONE
agonist;TESTOSTERONE
inhibitor;TESTOSTERONE
ligand;TESTOSTERONE
agonist;TESTOSTERONE CYPIONATE
agonist;TESTOSTERONE ENANTHATE
agonist;TESTOSTERONE PROPIONATE
agonist;TESTOSTERONE UNDECANOATE
inhibitor;TETRABENAZINE
blocker;TETRACAINE
modulator;TETRACAINE
blocker;TETRACAINE HYDROCHLORIDE
inhibitor;TETRACYCLINE
agonist;TETRAHYDROCANNABIVARIN
antagonist;TETRAHYDROCANNABIVARIN
partial agonist;TETRAHYDROCANNABIVARIN
cofactor;TETRAHYDROFOLATE
antagonist;TETRAHYDROPALMATINE
agonist;TETRAHYDROZOLINE HYDROCHLORIDE
blocker;TETRODOTOXIN
agonist,inhibitor;TETRYLAMMONIUM
blocker;TETRYLAMMONIUM
antagonist;TEVERELIX
activator;TEZACAFTOR
inhibitor;TEZACITABINE
antagonist;TEZAMPANEL
antagonist;TEZOSENTAN
inhibitor;TG100-115
inhibitor;TG100-801
antagonist;THALIDOMIDE
binder;THALIDOMIDE
inhibitor;THALIDOMIDE
negative modulator;THALIDOMIDE
inhibitor;THELIATINIB
antagonist;THEOBROMINE
inhibitor;THEOBROMINE
activator;THEOPHYLLINE
antagonist;THEOPHYLLINE
inhibitor;THEOPHYLLINE
antagonist;THEOPHYLLINE SODIUM GLYCINATE
inhibitor;THEOPHYLLINE SODIUM GLYCINATE
substrate;THIAMINE
agonist;THIAMYLAL
inhibitor;THIAMYLAL
positive modulator;THIAMYLAL SODIUM
antagonist;THIETHYLPERAZINE
antagonist;THIETHYLPERAZINE MALATE
antagonist;THIETHYLPERAZINE MALEATE
antagonist;THIMEROSAL
antagonist;THIOCOLCHICOSIDE
inhibitor;THIOGUANINE
negative modulator;THIOGUANINE
antagonist;THIOPENTAL
inhibitor;THIOPENTAL
potentiator;THIOPENTAL
positive modulator;THIOPENTAL SODIUM
antagonist;THIOPERAMIDE
antagonist;THIOPROPERAZINE
antagonist;THIORIDAZINE
inhibitor;THIORIDAZINE
antagonist;THIORIDAZINE HYDROCHLORIDE
inhibitor;THIORPHAN
inhibitor;THIOTEPA
modulator;THIOTEPA
antagonist;THIOTHIXENE
antagonist;THIOTHIXENE HYDROCHLORIDE
inhibitor;THONZONIUM
antagonist;THONZYLAMINE
activator;THROMBIN
inhibitor;THROMBOMODULIN ALFA
activator;THYMOL
substrate;THYROID
agonist;THYROTROPIN
agonist;THYROTROPIN ALFA
inhibitor;TIAGABINE
inhibitor;TIAGABINE HYDROCHLORIDE
agonist;TIANEPTINE
inhibitor;TIANEPTINE
modulator;TIANEPTINE
antagonist;TIAPRIDE
blocker;TIAPRIDE
inhibitor;TIAPROFENIC ACID
agonist;TIBOLONE
agonist,antagonist;TIBOLONE
antagonist;TICAGRELOR
inhibitor;TICAGRELOR
antagonist;TICLOPIDINE
inhibitor;TICLOPIDINE
antagonist;TICLOPIDINE HYDROCHLORIDE
antagonist;TIDEGLUSIB
inhibitor;TIDEGLUSIB
agonist;TIFLUADOM
agonist;TIGATUZUMAB
antibody;TIGATUZUMAB
cleavage;TILACTASE
antagonist;TILDRAKIZUMAB
inhibitor;TILDRAKIZUMAB
antagonist;TIMOLOL
antagonist;TIMOLOL MALEATE
antibody;TIMOLUMAB
binder;TINIDAZOLE
activator;TINZAPARIN
binder;TINZAPARIN
inhibitor;TINZAPARIN
potentiator;TINZAPARIN
activator;TINZAPARIN SODIUM
inhibitor;TIOCONAZOLE
antagonist;TIOSPIRONE
antagonist;TIOTROPIUM
antagonist;TIOTROPIUM BROMIDE
inhibitor;TIPIFARNIB
inhibitor;TIPIRACIL
inhibitor;TIPIRACIL HYDROCHLORIDE
inhibitor;TIRABRUTINIB
activator;TIRASEMTIV
agonist;TIRATRICOL
antagonist;TIROFIBAN
inhibitor;TIROFIBAN HYDROCHLORIDE
agonist;TIROTUNDIN
antibody;TISAGENLECLEUCEL
antibody;TISLELIZUMAB
inhibitor;TIVANTINIB
inhibitor;TIVOZANIB
binder;TIXOCORTOL
stimulator;TIXOCORTOL
agonist;TIZANIDINE
agonist;TIZANIDINE HYDROCHLORIDE
agonist;TM30339
antagonist;TNP-ATP
inhibitor;TOCAINIDE
blocker;TOCAINIDE HYDROCHLORIDE
inhibitor;TOCILIZUMAB
inhibitor,antibody;TOCILIZUMAB
antagonist;TOCOPHERSOLAN
antagonist,inhibitor;TOFACITINIB
inhibitor;TOFACITINIB
inhibitor;TOFACITINIB CITRATE
inhibitor;TOFISOPAM
inhibitor;TOFOGLIFLOZIN
inhibitor;TOL-101
blocker;TOLAZAMIDE
agonist;TOLAZOLINE
antagonist;TOLAZOLINE
binder;TOLAZOLINE
agonist;TOLAZOLINE HYDROCHLORIDE
antagonist;TOLAZOLINE HYDROCHLORIDE
blocker;TOLBUTAMIDE
inhibitor;TOLBUTAMIDE
blocker;TOLBUTAMIDE SODIUM, STERILE
inhibitor;TOLCAPONE
antagonist;TOLFENAMIC ACID
allosteric modulator;TOLIMIDONE
inhibitor;TOLMETIN
inhibitor;TOLMETIN SODIUM
antagonist;TOLOXATONE
inhibitor;TOLRESTAT
antagonist;TOLTERODINE
antagonist;TOLTERODINE TARTRATE
antagonist;TOLVAPTAN
antibody;TOMARALIMAB
inhibitor;TOMIVOSERTIB
antagonist;TONAPOFYLLINE
agonist;TOPIRAMATE
antagonist;TOPIRAMATE
blocker;TOPIRAMATE
inhibitor;TOPIRAMATE
inhibitor;TOPOTECAN
negative modulator;TOPOTECAN
inhibitor;TOPOTECAN HYDROCHLORIDE
inhibitor;TORALIZUMAB
antagonist;TORCETRAPIB
antagonist;TOREFORANT
modulator;TOREMIFENE
modulator;TOREMIFENE CITRATE
inhibitor;TORSEMIDE
inhibitor;TOSEDOSTAT
antibody;TOSITUMOMAB
inhibitor;TOSITUMOMAB
antibody;TOVETUMAB
antagonist;TOZADENANT
inhibitor;TOZASERTIB
binder;TRABECTEDIN
agonist;TRABODENOSON
antagonist;TRADIPITANT
inhibitor;TRALOKINUMAB
agonist;TRAMADOL
antagonist;TRAMADOL
inhibitor;TRAMADOL
stimulator;TRAMADOL
agonist;TRAMADOL HYDROCHLORIDE
antagonist,inhibitor;TRAMETINIB
inhibitor;TRAMETINIB
inhibitor;TRAMETINIB DIMETHYL SULFOXIDE
inhibitor;TRANDOLAPRIL
inhibitor;TRANDOLAPRILAT
inhibitor;TRANEXAMIC ACID
inhibitor;TRANILAST
inhibitor;TRANYLCYPROMINE
antagonist;TRAPIDIL
inhibitor;TRAPIDIL
antibody;TRASTUZUMAB
inhibitor;TRASTUZUMAB
antibody;TRASTUZUMAB DERUXTECAN
inhibitor;TRASTUZUMAB DERUXTECAN
inhibitor;TRASTUZUMAB EMTANSINE
agonist;TRAVOPROST
antagonist;TRAXOPRODIL
agonist;TRAZODONE
antagonist;TRAZODONE
antagonist,partial agonist;TRAZODONE
inhibitor;TRAZODONE
antagonist;TRAZODONE HYDROCHLORIDE
inhibitor;TRAZODONE HYDROCHLORIDE
inhibitor;TREBANANIB
agonist;TREGALIZUMAB
antibody;TREGALIZUMAB
inhibitor;TRELAGLIPTIN SUCCINATE
antagonist;TRELANSERIN
antibody;TREMELIMUMAB
inhibitor;TREMELIMUMAB
agonist;TREPROSTINIL
agonist;TREPROSTINIL DIOLAMINE
agonist;TRETINOIN
agonist,antagonist;TRETINOIN
agonist;TRIAMCINOLONE
agonist;TRIAMCINOLONE ACETONIDE
agonist;TRIAMCINOLONE DIACETATE
agonist;TRIAMCINOLONE HEXACETONIDE
blocker;TRIAMTERENE
inhibitor;TRIAMTERENE
inhibitor;TRIAPINE
allosteric modulator;TRIAZOLAM
ligand;TRIAZOLAM
positive modulator;TRIAZOLAM
inhibitor;TRICETAMIDE
inhibitor;TRICHLORMETHIAZIDE
inhibitor;TRICIRIBINE PHOSPHATE
inhibitor;TRICLOSAN
inverse agonist;TRICLOSAN
antagonist;TRIDIHEXETHYL
antagonist;TRIDIHEXETHYL CHLORIDE
agonist;TRIFAROTENE
binder;TRIFERIC
antagonist;TRIFLUOPERAZINE
inhibitor;TRIFLUOPERAZINE
antagonist;TRIFLUOPERAZINE HYDROCHLORIDE
antagonist;TRIFLUPROMAZINE
antagonist;TRIFLUPROMAZINE HYDROCHLORIDE
inhibitor;TRIFLURIDINE
agonist;TRIFLUSAL
antagonist;TRIFLUSAL
antagonist;TRIHEXYPHENIDYL
antagonist;TRIHEXYPHENIDYL HYDROCHLORIDE
inhibitor;TRILACICLIB
allosteric modulator;TRILOSTANE
inhibitor;TRILOSTANE
activator;TRIMEBUTINE
agonist;TRIMEBUTINE
antagonist;TRIMEBUTINE
inhibitor;TRIMEBUTINE
antagonist;TRIMEPRAZINE TARTRATE
inhibitor;TRIMETAZIDINE
blocker;TRIMETHADIONE
inhibitor;TRIMETHADIONE
antagonist;TRIMETHAPHAN
antagonist;TRIMETHAPHAN CAMSYLATE
inhibitor;TRIMETREXATE
agonist;TRIMIPRAMINE
antagonist;TRIMIPRAMINE
binder;TRIMIPRAMINE
inhibitor;TRIMIPRAMINE
negative modulator;TRIMIPRAMINE
antagonist;TRIMIPRAMINE MALEATE
inhibitor;TRIMIPRAMINE MALEATE
modulator;TRIOXSALEN
antagonist;TRIPELENNAMINE
antagonist;TRIPELENNAMINE CITRATE
antagonist;TRIPELENNAMINE HYDROCHLORIDE
antagonist;TRIPITRAMINE
antagonist;TRIPROLIDINE
antagonist;TRIPROLIDINE HYDROCHLORIDE
agonist;TRIPTORELIN
agonist;TRIPTORELIN PAMOATE
inhibitor;TRODUSQUEMINE
agonist;TROGLITAZONE
antagonist;TROGLITAZONE
blocker;TROGLITAZONE
inhibitor;TROGLITAZONE
inverse agonist;TROGLITAZONE
inhibitor;TROLAMINE SALICYLATE
activator;TROLEANDOMYCIN
inhibitor;TROLEANDOMYCIN
inhibitor;TROMETHAMINE
antagonist;TROPICAMIDE
agonist;TROPIFEXOR
antagonist;TROPISETRON
antagonist;TROSPIUM
antagonist;TROSPIUM CHLORIDE
inhibitor;TROVAFLOXACIN
inhibitor;TRX-1
agonist;TRYPTAMINE
inhibitor;TRYPTANTHRIN
agonist;TRYPTOPHAN
allosteric modulator;TRYPTOPHAN
inhibitor;TRYPTOPHAN
inhibitor;TTP-607
inhibitor;TUBACIN
ligand;TUBERCULIN
antagonist;TUBOCURARINE
blocker;TUBOCURARINE
inhibitor;TUBOCURARINE
antagonist;TUBOCURARINE CHLORIDE
inhibitor;TUCATINIB
inhibitor;TUCIDINOSTAT
agonist;TUROFEXORATE ISOPROPYL
agonist;TXA127
inhibitor;TYLOXAPOL
agonist;TYRAMINE
binder;TYROSINE
inhibitor;TYROTHRICIN
cofactor;UBIDECARENONE
antibody;UBLITUXIMAB
antagonist;UBROGEPANT
inhibitor;UCN-01
inhibitor;UDENAFIL
agonist;UDP-GALACTOSE
agonist;UK432097
agonist;ULIMORELIN HYDROCHLORIDE
antagonist;ULIPRISTAL
modulator;ULIPRISTAL
modulator;ULIPRISTAL ACETATE
inhibitor;ULIXERTINIB
antibody;ULOCUPLUMAB
inhibitor;UMBRALISIB
inhibitor;UMBRALISIB TOSYLATE
antagonist;UMECLIDINIUM
antagonist;UMECLIDINIUM BROMIDE
inhibitor;UPADACITINIB
inhibitor;UPAMOSTAT
antagonist;UPIDOSIN
inhibitor;UPROSERTIB
antagonist;UR-63325
negative modulator;URACIL MUSTARD
antagonist;URANTIDE
activator;URB-597
inhibitor;URB-597
agonist;URELUMAB
antibody;URELUMAB
agonist;URIDINE DIPHOSPHATE GLUCOSE
agonist;UROFOLLITROPIN
activator;UROKINASE
inducer,substrate;UROKINASE
ligand;UROKINASE
modulator,inducer;UROKINASE
substrate;UROKINASE
agonist;UROTENSIN-II
agonist;URSODIOL
inhibitor;USTEKINUMAB
antibody;UTOMILUMAB
agonist;VABICASERIN HYDROCHLORIDE
antagonist;VABICASERIN HYDROCHLORIDE
inhibitor;VACTOSERTIB
inducer;VADIMEZAN
antagonist;VALBENAZINE
inhibitor;VALBENAZINE
inhibitor;VALDECOXIB
adduct;VALGANCICLOVIR
inhibitor;VALPROATE SODIUM
inhibitor;VALPROIC ACID
inhibitor;VALRUBICIN
negative modulator;VALRUBICIN
antagonist;VALSARTAN
inhibitor;VANDETANIB
inhibitor;VANOXERINE
antagonist;VANTICTUMAB
antibody;VANTICTUMAB
antagonist;VAPIPROST
antagonist;VAPITADINE DIHYDROCHLORIDE
agonist;VAPREOTIDE
antagonist;VAPREOTIDE
inducer;VAPREOTIDE
allosteric modulator;VARDENAFIL
inhibitor;VARDENAFIL
inhibitor;VARDENAFIL HYDROCHLORIDE
agonist;VARENICLINE
partial agonist;VARENICLINE
agonist;VARENICLINE TARTRATE
inhibitor;VARESPLADIB
inhibitor;VARESPLADIB METHYL
inhibitor;VARLITINIB
agonist;VASOACTIVE INTESTINAL PEPTIDE
agonist;VASOPRESSIN
agonist;VASOPRESSIN TANNATE
inhibitor;VATALANIB
antagonist;VATELIZUMAB
modulator;VATIQUINONE
inhibitor;VECABRUTINIB
antagonist;VECURONIUM
antagonist;VECURONIUM BROMIDE
antibody;VEDOLIZUMAB
inhibitor;VEDOLIZUMAB
agonist;VELCALCETIDE
agonist;VELDOREOTIDE
inhibitor;VELIPARIB
antagonist;VELNEPERIT
antibody;VELTUZUMAB
inhibitor;VELTUZUMAB
agonist;VELUSETRAG
inhibitor;VEMURAFENIB
antagonist;VENETOCLAX
inhibitor;VENETOCLAX
inhibitor;VENLAFAXINE
inhibitor;VENLAFAXINE HYDROCHLORIDE
inhibitor;VEPALIMOMAB
antagonist;VERAPAMIL
blocker;VERAPAMIL
inhibitor;VERAPAMIL
blocker;VERAPAMIL HYDROCHLORIDE
activator;VERATRIDINE
allosteric modulator;VERCIRNON
antagonist;VERCIRNON
inhibitor;VERDIPERSTAT
inhibitor;VERINURAD
antagonist;VERLUKAST
inhibitor;VERLUKAST
blocker;VERNAKALANT
inhibitor;VEROSUDIL
inhibitor;VERUBECESTAT
antagonist;VERUCERFONT
inhibitor;VESAMICOL
antagonist;VESTIPITANT
antagonist;VESTIPITANT MESYLATE
agonist;VIBEGRON
antagonist;VICRIVIROC
antagonist;VICRIVIROC MALEATE
inhibitor;VIDOFLUDIMUS
antagonist;VIDUPIPRANT
inhibitor;VIGABATRIN
agonist;VILANTEROL
agonist;VILANTEROL TRIFENATATE
agonist;VILAZODONE
inhibitor;VILAZODONE
inhibitor;VILAZODONE HYDROCHLORIDE
partial agonist;VILAZODONE HYDROCHLORIDE
inhibitor;VILDAGLIPTIN
inhibitor;VILOXAZINE
adduct;VINBLASTINE
inhibitor;VINBLASTINE
inhibitor;VINBLASTINE SULFATE
allosteric modulator;VINBURNINE
allosteric modulator;VINCAMINE
inhibitor;VINCRISTINE
inhibitor;VINCRISTINE SULFATE
inhibitor;VINDESINE
inhibitor;VINFLUNINE
antagonist,inhibitor;VINORELBINE
inhibitor;VINORELBINE TARTRATE
inhibitor;VINPOCETINE
antagonist;VIPADENANT
inhibitor;VISILIZUMAB
antagonist;VISMODEGIB
inhibitor;VISMODEGIB
antagonist;VISNAGIN
inhibitor;VISTUSERTIB
binder;VITAMIN E
blocker;VIXOTRIGINE
modulator;VK5211
inhibitor;VOACAMINE
antagonist;VOFOPITANT
inhibitor;VOGLIBOSE
inhibitor;VOLASERTIB
antagonist;VOLINANSERIN
inhibitor;VOLIXIBAT
antagonist;VOLOCIXIMAB
antibody;VOLOCIXIMAB
antibody;VONLEROLIZUMAB
antagonist;VORAPAXAR
antagonist;VORAPAXAR SULFATE
inhibitor;VORINOSTAT
agonist;VORTIOXETINE
antagonist;VORTIOXETINE
blocker;VORTIOXETINE
inhibitor;VORTIOXETINE
ligand;VORTIOXETINE
partial agonist;VORTIOXETINE
agonist;VORTIOXETINE HYDROBROMIDE
antagonist;VORTIOXETINE HYDROBROMIDE
inhibitor;VORTIOXETINE HYDROBROMIDE
activator;VORUCICLIB
inhibitor;VORUCICLIB
inhibitor;VOSAROXIN
