gene_name;drug_name
CDK4;FASCAPLYSIN
ACE;FASIDOTRIL
MME;FASIDOTRIL
ACE;FASIDOTRILAT
MME;FASIDOTRILAT
FFAR1;FASIGLIFAM
FFAR1;FASIGLIFAM
FFAR1;FASIGLIFAM
NGF;FASINUMAB
NGF;FASINUMAB
BDKRB2;FASITIBANT CHLORIDE
AKT1;FASUDIL
AKT3;FASUDIL
AURKB;FASUDIL
CBL;FASUDIL
CBLB;FASUDIL
CDK5;FASUDIL
CDK7;FASUDIL
CDK8;FASUDIL
CHEK2;FASUDIL
CLK4;FASUDIL
CYP2D6;FASUDIL
CYP3A4;FASUDIL
DAPK3;FASUDIL
GATA2;FASUDIL
GATA2;FASUDIL
KRAS;FASUDIL
LRRK2;FASUDIL
MAP4K4;FASUDIL
PKIA;FASUDIL
PRKACA;FASUDIL
PRKACA;FASUDIL
PRKACB;FASUDIL
PRKCD;FASUDIL
PRKCG;FASUDIL
PRKCQ;FASUDIL
PRKD2;FASUDIL
PRKD3;FASUDIL
PRKX;FASUDIL
ROCK1;FASUDIL
ROCK1;FASUDIL
ROCK1;FASUDIL
ROCK1;FASUDIL
ROCK2;FASUDIL
ROCK2;FASUDIL
ROCK2;FASUDIL
RPS6KA3;FASUDIL
RPS6KB1;FASUDIL
SGK2;FASUDIL
ATAD5;FASUDIL HYDROCHLORIDE
HTT;FASUDIL HYDROCHLORIDE
KDM4A;FASUDIL HYDROCHLORIDE
HTT;FAXELADOL
NAT1;FAXELADOL
OPRM1;FAXELADOL
MS4A1;FBT-A05
OXTR;FE 202767
OXTR;FE 202767
AR;FEBANTEL
GMNN;FEBANTEL
AOX1;FEBUXOSTAT
AR;FEBUXOSTAT
UGT1A1;FEBUXOSTAT
UGT1A10;FEBUXOSTAT
UGT1A3;FEBUXOSTAT
UGT1A4;FEBUXOSTAT
UGT1A5;FEBUXOSTAT
UGT1A6;FEBUXOSTAT
UGT1A7;FEBUXOSTAT
UGT1A8;FEBUXOSTAT
UGT1A9;FEBUXOSTAT
XDH;FEBUXOSTAT
XDH;FEBUXOSTAT
XDH;FEBUXOSTAT
XDH;FEBUXOSTAT
XDH;FEBUXOSTAT
XDH;FEBUXOSTAT
XDH;FEBUXOSTAT
AVPR2;FEDOVAPAGON
BRD4;FEDRATINIB
FLT3;FEDRATINIB
FLT3;FEDRATINIB
JAK1;FEDRATINIB
JAK1;FEDRATINIB
JAK2;FEDRATINIB
JAK2;FEDRATINIB
JAK2;FEDRATINIB
JAK2;FEDRATINIB
JAK2;FEDRATINIB
JAK2;FEDRATINIB
JAK2;FEDRATINIB
JAK3;FEDRATINIB
TYK2;FEDRATINIB
CYP1A2;FELBAMATE
CYP2C19;FELBAMATE
CYP2C19;FELBAMATE
CYP2C9;FELBAMATE
CYP2D6;FELBAMATE
CYP3A4;FELBAMATE
CYP3A4;FELBAMATE
GRIN1;FELBAMATE
GRIN1;FELBAMATE
GRIN2A;FELBAMATE
GRIN2A;FELBAMATE
GRIN2A;FELBAMATE
GRIN2B;FELBAMATE
GRIN2B;FELBAMATE
GRIN2B;FELBAMATE
GRIN2B;FELBAMATE
GRIN2C;FELBAMATE
GRIN2D;FELBAMATE
GRIN3A;FELBAMATE
GRIN3A;FELBAMATE
GRIN3A;FELBAMATE
GRIN3B;FELBAMATE
CTSL;FELBINAC
ABCB1;FELODIPINE
CACNA1C;FELODIPINE
CACNA1C;FELODIPINE
CACNA1C;FELODIPINE
CACNA1D;FELODIPINE
CACNA1D;FELODIPINE
CACNA1D;FELODIPINE
CACNA1F;FELODIPINE
CACNA1H;FELODIPINE
CACNA1S;FELODIPINE
CACNA1S;FELODIPINE
CACNA1S;FELODIPINE
CACNA2D1;FELODIPINE
CACNA2D1;FELODIPINE
CACNA2D1;FELODIPINE
CACNA2D2;FELODIPINE
CACNB2;FELODIPINE
CACNB2;FELODIPINE
CALM1;FELODIPINE
CFTR;FELODIPINE
CYP3A4;FELODIPINE
GMNN;FELODIPINE
LEP;FELODIPINE
MAPT;FELODIPINE
MYO9B;FELODIPINE
NR3C2;FELODIPINE
NR3C2;FELODIPINE
PDE1A;FELODIPINE
PDE1B;FELODIPINE
TNNC1;FELODIPINE
TNNC2;FELODIPINE
AVPR1A;FELYPRESSIN
AVPR1A;FELYPRESSIN
AVPR1A;FELYPRESSIN
AVPR1A;FELYPRESSIN
EHMT2;FENAMIC ACID 
LCK;FENAMIC ACID 
AR;FENAMIDONE
NFE2L2;FENAMIDONE
AR;FENARIMOL
CYP1A2;FENBENDAZOLE
GLP1R;FENBENDAZOLE
GMNN;FENBENDAZOLE
IDH1;FENBENDAZOLE
AR;FENBUCONAZOLE
NFE2L2;FENBUCONAZOLE
PTGS1;FENBUFEN
PTGS2;FENBUFEN
VDR;FENBUTATIN OXIDE
SLC6A3;FENCAMFAMIN
SLC6A3;FENCAMFAMIN
SLC6A3;FENCAMFAMIN
AR;FENCHLORAZOL-ETHYL
EHMT2;FENCLONINE
PAH;FENCLONINE
TPH1;FENCLONINE
TPH2;FENCLONINE
AR;FENDILINE HYDROCHLORIDE
ATXN2;FENDILINE HYDROCHLORIDE
CYP3A4;FENDILINE HYDROCHLORIDE
GMNN;FENDILINE HYDROCHLORIDE
GPR55;FENDILINE HYDROCHLORIDE
MARCH8;FENDRIX
BTK;FENEBRUTINIB
BTK;FENEBRUTINIB
BTK;FENEBRUTINIB
HTR2A;FENFLURAMINE
HTR2B;FENFLURAMINE
HTR2C;FENFLURAMINE
SLC6A4;FENFLURAMINE
TPH1;FENFLURAMINE
TPH2;FENFLURAMINE
AR;FENHEXAMID
NFE2L2;FENHEXAMID
VDR;FENITROTHION
GRM5;FENOBAM
ABCA1;FENOFIBRATE
ABCB1;FENOFIBRATE
ADIPOQ;FENOFIBRATE
APOA1;FENOFIBRATE
APOA5;FENOFIBRATE
APOB;FENOFIBRATE
APOB;FENOFIBRATE
APOE;FENOFIBRATE
AR;FENOFIBRATE
CD40LG;FENOFIBRATE
CDK1;FENOFIBRATE
CFL1;FENOFIBRATE
CRP;FENOFIBRATE
CYP1A2;FENOFIBRATE
CYP2C19;FENOFIBRATE
CYP2C9;FENOFIBRATE
CYP3A4;FENOFIBRATE
CYP3A5;FENOFIBRATE
FABP1;FENOFIBRATE
HLA-A;FENOFIBRATE
IL6;FENOFIBRATE
JUN;FENOFIBRATE
KCNH2;FENOFIBRATE
LPL;FENOFIBRATE
MMP25;FENOFIBRATE
NR1I2;FENOFIBRATE
PPARA;FENOFIBRATE
PPARA;FENOFIBRATE
PPARA;FENOFIBRATE
PPARA;FENOFIBRATE
PPARA;FENOFIBRATE
PPARA;FENOFIBRATE
PPARA;FENOFIBRATE
SCARB1;FENOFIBRATE
SLCO1B1;FENOFIBRATE
SLCO1B1;FENOFIBRATE
TFPI;FENOFIBRATE
TP53;FENOFIBRATE
VEGFA;FENOFIBRATE
PPARA;FENOFIBRIC ACID
PPARA;FENOFIBRIC ACID
PPARD;FENOFIBRIC ACID
PPARG;FENOFIBRIC ACID
ADRA1A;FENOLDOPAM
ADRA1B;FENOLDOPAM
ADRA1D;FENOLDOPAM
ADRA2A;FENOLDOPAM
ADRA2A;FENOLDOPAM
ADRA2B;FENOLDOPAM
ADRA2B;FENOLDOPAM
ADRA2C;FENOLDOPAM
ADRA2C;FENOLDOPAM
CBX1;FENOLDOPAM
DRD1;FENOLDOPAM
DRD1;FENOLDOPAM
DRD1;FENOLDOPAM
DRD1;FENOLDOPAM
DRD1;FENOLDOPAM
DRD1;FENOLDOPAM
DRD4;FENOLDOPAM
DRD5;FENOLDOPAM
DRD5;FENOLDOPAM
DRD5;FENOLDOPAM
EHMT2;FENOLDOPAM
RECQL;FENOLDOPAM
BLM;FENOLDOPAM BROMIDE
EHMT2;FENOLDOPAM BROMIDE
KCNH2;FENOLDOPAM BROMIDE
POLI;FENOLDOPAM BROMIDE
RECQL;FENOLDOPAM BROMIDE
BLM;FENOLDOPAM MESYLATE
DRD1;FENOLDOPAM MESYLATE
GFER;FENOLDOPAM MESYLATE
KDM4A;FENOLDOPAM MESYLATE
RAD52;FENOLDOPAM MESYLATE
TAAR1;FENOLDOPAM MESYLATE
WRN;FENOLDOPAM MESYLATE
PPARA;FENOPROFEN
PPARG;FENOPROFEN
PTGS1;FENOPROFEN
PTGS1;FENOPROFEN
PTGS1;FENOPROFEN
PTGS1;FENOPROFEN
PTGS2;FENOPROFEN
PTGS2;FENOPROFEN
PTGS2;FENOPROFEN
SLC5A8;FENOPROFEN
PTGS1;FENOPROFEN CALCIUM
PTGS2;FENOPROFEN CALCIUM
ADRB1;FENOTEROL
ADRB2;FENOTEROL
ADRB2;FENOTEROL
ADRB2;FENOTEROL
ADRB2;FENOTEROL
ADRB2;FENOTEROL
ADRB2;FENOTEROL
ADRB3;FENOTEROL
ADRB2;FENOTEROL HBR
SLC5A7;FENOTEROL HBR
AR;FENOVERINE
NOS2;FENOXAPROP-ETHYL
AR;FENPYROXYMATE
NFE2L2;FENPYROXYMATE
ALDH1A1;FENRETINIDE
AR;FENRETINIDE
ATXN2;FENRETINIDE
BCL6;FENRETINIDE
CBX1;FENRETINIDE
CXCL8;FENRETINIDE
CYP3A4;FENRETINIDE
DDIT3;FENRETINIDE
EHMT2;FENRETINIDE
ENO2;FENRETINIDE
ESR1;FENRETINIDE
IDH1;FENRETINIDE
KDM4A;FENRETINIDE
KDM4E;FENRETINIDE
MAPT;FENRETINIDE
MTOR;FENRETINIDE
NFKB1;FENRETINIDE
RARA;FENRETINIDE
RARA;FENRETINIDE
RARB;FENRETINIDE
RARG;FENRETINIDE
RBP4;FENRETINIDE
RBP4;FENRETINIDE
RORC;FENRETINIDE
SMARCB1;FENRETINIDE
TGFB1;FENRETINIDE
THPO;FENRETINIDE
TP53;FENRETINIDE
ABCB1;FENTANYL
ABCB1;FENTANYL
ADRB2;FENTANYL
AR;FENTANYL
ARRB2;FENTANYL
ATF2;FENTANYL
CACNA1E;FENTANYL
COMT;FENTANYL
CXCL8;FENTANYL
CYP2D6;FENTANYL
CYP3A4;FENTANYL
CYP3A4;FENTANYL
CYP3A5;FENTANYL
FCGR3A;FENTANYL
FCGR3B;FENTANYL
IL6;FENTANYL
ITGAM;FENTANYL
KCNJ6;FENTANYL
MPO;FENTANYL
MYD88;FENTANYL
OPRD1;FENTANYL
OPRD1;FENTANYL
OPRD1;FENTANYL
OPRD1;FENTANYL
OPRD1;FENTANYL
OPRK1;FENTANYL
OPRK1;FENTANYL
OPRM1;FENTANYL
OPRM1;FENTANYL
OPRM1;FENTANYL
OPRM1;FENTANYL
OPRM1;FENTANYL
P2RX7;FENTANYL
RHBDF2;FENTANYL
TMEM8A;FENTANYL
UGT2B7;FENTANYL
XDH;FENTANYL
OPRM1;FENTANYL CITRATE
OPRM1;FENTANYL HYDROCHLORIDE
CYP3A4;FENTHION
ALOX15;FENTICLOR
ALOX15B;FENTICLOR
AR;FENTICLOR
ATG4B;FENTICLOR
CYP2C19;FENTICLOR
CYP2C9;FENTICLOR
FASN;FENTICLOR
GLP1R;FENTICLOR
HPGD;FENTICLOR
HSD17B10;FENTICLOR
HSP90AA1;FENTICLOR
IDH1;FENTICLOR
NFE2L2;FENTICLOR
PLA2G1B;FENTICLOR
PPARD;FENTICLOR
RAPGEF4;FENTICLOR
RORC;FENTICLOR
SMAD3;FENTICLOR
TP53;FENTICLOR
AR;FEPRAZONE
GMNN;FEPRAZONE
HSPB1;FEPRAZONE
NFE2L2;FEPRAZONE
VDR;FEPRAZONE
AR;FERBAM
RXRA;FERBAM
AHSP;FERROUS FUMARATE
CP;FERROUS FUMARATE
EGLN1;FERROUS FUMARATE
FEN1;FERROUS FUMARATE
FTH1;FERROUS FUMARATE
FXN;FERROUS FUMARATE
HBA1;FERROUS FUMARATE
HDAC8;FERROUS FUMARATE
NEIL1;FERROUS FUMARATE
NEIL2;FERROUS FUMARATE
POLB;FERROUS FUMARATE
TF;FERROUS FUMARATE
TFRC;FERROUS FUMARATE
AHSP;FERROUS GLYCINE SULFATE
CP;FERROUS GLYCINE SULFATE
EGLN1;FERROUS GLYCINE SULFATE
FEN1;FERROUS GLYCINE SULFATE
FTH1;FERROUS GLYCINE SULFATE
FXN;FERROUS GLYCINE SULFATE
HBA1;FERROUS GLYCINE SULFATE
HDAC8;FERROUS GLYCINE SULFATE
NEIL1;FERROUS GLYCINE SULFATE
NEIL2;FERROUS GLYCINE SULFATE
POLB;FERROUS GLYCINE SULFATE
TF;FERROUS GLYCINE SULFATE
TFRC;FERROUS GLYCINE SULFATE
CYP1A2;FERROUS SULFATE
CYP2C9;FERROUS SULFATE
CYP2D6;FERROUS SULFATE
CYP3A4;FERROUS SULFATE
HBA1;FERROUS SULFATE
TFRC;FERROUS SULFATE
TRPV1;FERRUGINENE B
CNR2;FERRUGINENE C
GNRHR;FERTIRELIN
APP;FERULIC ACID
CHRM1;FESOTERODINE
CHRM1;FESOTERODINE
CHRM2;FESOTERODINE
CHRM2;FESOTERODINE
CHRM3;FESOTERODINE
CHRM3;FESOTERODINE
CHRM3;FESOTERODINE
CHRM4;FESOTERODINE
CHRM5;FESOTERODINE
CYP2D6;FESOTERODINE
CYP2D6;FESOTERODINE
CYP3A4;FESOTERODINE
CHRM2;FESOTERODINE FUMARATE
CHRM3;FESOTERODINE FUMARATE
PTGDR;FEVIPIPRANT
PTGDR2;FEVIPIPRANT
PTGDR2;FEVIPIPRANT
NR1H4;FEXARAMINE
NR1H4;FEXARAMINE
ABCB1;FEXOFENADINE
HRH1;FEXOFENADINE
HRH1;FEXOFENADINE
HRH1;FEXOFENADINE
HRH1;FEXOFENADINE
HRH1;FEXOFENADINE
SLCO2B1;FEXOFENADINE
ALOX15;FEXOFENADINE HYDROCHLORIDE
HRH1;FEXOFENADINE HYDROCHLORIDE
IL22;FEZAKINUMAB
IL22;FEZAKINUMAB
FGFR4;FGF401
TSG101;FGI-101-1A6
ALOX5AP;FIBOFLAPON
ALOX5AP;FIBOFLAPON
ALOX5AP;FIBOFLAPON
ALOX5AP;FIBOFLAPON SODIUM
FGA;FIBRINOLYSIN, HUMAN
FGB;FIBRINOLYSIN, HUMAN
FGG;FIBRINOLYSIN, HUMAN
PLAU;FIBRINOLYSIN, HUMAN
PLG;FIBRINOLYSIN, HUMAN
SERPINE1;FIBRINOLYSIN, HUMAN
FGFR1;FIBROBLAST GROWTH FACTOR-1
MAPK10;FIBROBLAST GROWTH FACTOR-1
NFE2L2;FIBROBLAST GROWTH FACTOR-1
PIK3CG;FIBROBLAST GROWTH FACTOR-1
HGF;FICLATUZUMAB
HGF;FICLATUZUMAB
HGF;FICLATUZUMAB
HGF;FICLATUZUMAB
HGF;FICLATUZUMAB
MET;FICLATUZUMAB
AKR1B1;FIDARESTAT
AKR1B1;FIDARESTAT
AKR1B10;FIDARESTAT
ATAD5;FIDUXOSIN
CBX1;FIDUXOSIN
ACP1;FIDUXOSIN HYDROCHLORIDE
AR;FIDUXOSIN HYDROCHLORIDE
EHMT2;FIDUXOSIN HYDROCHLORIDE
GLP1R;FIDUXOSIN HYDROCHLORIDE
MPHOSPH8;FIDUXOSIN HYDROCHLORIDE
SMAD3;FIDUXOSIN HYDROCHLORIDE
IGF1R;FIGITUMUMAB
IGF1R;FIGITUMUMAB
IGF1R;FIGITUMUMAB
IGF1R;FIGITUMUMAB
SPR;FIGOPITANT
TACR1;FIGOPITANT
PDE4B;FILAMINAST
KIF11;FILANESIB
KIF11;FILANESIB
JAK1;FILGOTINIB
JAK1;FILGOTINIB
JAK1;FILGOTINIB
JAK2;FILGOTINIB
JAK3;FILGOTINIB
TYK2;FILGOTINIB
ABCB1;FILGRASTIM
ACP5;FILGRASTIM
BTF3P11;FILGRASTIM
CSF1R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
CSF3R;FILGRASTIM
ELANE;FILGRASTIM
ERBB2;FILGRASTIM
HOXA9;FILGRASTIM
MMP2;FILGRASTIM
PIK3CG;FILGRASTIM
PLAU;FILGRASTIM
PLAUR;FILGRASTIM
HCRTR1;FILOREXANT
HCRTR2;FILOREXANT
AGTR1;FIMASARTAN
ERBB2;FIMEPINOSTAT
HDAC1;FIMEPINOSTAT
HDAC1;FIMEPINOSTAT
HDAC10;FIMEPINOSTAT
HDAC10;FIMEPINOSTAT
HDAC11;FIMEPINOSTAT
HDAC11;FIMEPINOSTAT
HDAC2;FIMEPINOSTAT
HDAC2;FIMEPINOSTAT
HDAC3;FIMEPINOSTAT
HDAC3;FIMEPINOSTAT
HDAC4;FIMEPINOSTAT
HDAC5;FIMEPINOSTAT
HDAC6;FIMEPINOSTAT
HDAC6;FIMEPINOSTAT
HDAC7;FIMEPINOSTAT
HDAC7;FIMEPINOSTAT
HDAC8;FIMEPINOSTAT
HTT;FIMEPINOSTAT
KRAS;FIMEPINOSTAT
PIK3CA;FIMEPINOSTAT
PIK3CA;FIMEPINOSTAT
PIK3CA;FIMEPINOSTAT
PIK3CB;FIMEPINOSTAT
PIK3CB;FIMEPINOSTAT
PIK3CD;FIMEPINOSTAT
PIK3CD;FIMEPINOSTAT
PIK3CG;FIMEPINOSTAT
PIK3CG;FIMEPINOSTAT
PTEN;FIMEPINOSTAT
TOP2A;FINAFLOXACIN
AKR1D1;FINASTERIDE
AKR1D1;FINASTERIDE
AR;FINASTERIDE
CFLAR;FINASTERIDE
CYP1A2;FINASTERIDE
CYP2C19;FINASTERIDE
CYP2C9;FINASTERIDE
CYP2D6;FINASTERIDE
CYP3A4;FINASTERIDE
FGFR1;FINASTERIDE
NFE2L2;FINASTERIDE
SRD5A1;FINASTERIDE
SRD5A1;FINASTERIDE
SRD5A1;FINASTERIDE
SRD5A2;FINASTERIDE
SRD5A2;FINASTERIDE
SRD5A2;FINASTERIDE
SRD5A2;FINASTERIDE
SRD5A2;FINASTERIDE
TGM2;FINASTERIDE
NR3C2;FINERENONE
NR3C2;FINERENONE
NR3C2;FINERENONE
HDAC1;FINGOLIMOD
S1PR1;FINGOLIMOD
S1PR1;FINGOLIMOD
S1PR1;FINGOLIMOD
S1PR1;FINGOLIMOD
S1PR1;FINGOLIMOD
S1PR3;FINGOLIMOD
S1PR4;FINGOLIMOD
S1PR5;FINGOLIMOD
S1PR5;FINGOLIMOD
S1PR1;FINGOLIMOD HYDROCHLORIDE
S1PR2;FINGOLIMOD HYDROCHLORIDE
S1PR3;FINGOLIMOD HYDROCHLORIDE
S1PR4;FINGOLIMOD HYDROCHLORIDE
S1PR5;FINGOLIMOD HYDROCHLORIDE
ADRA2A;FIPAMEZOLE
ADRA2A;FIPAMEZOLE
ADRA2B;FIPAMEZOLE
ADRA2C;FIPAMEZOLE
CYP1A2;FIPEXIDE
CYP2C19;FIPEXIDE
CYP2D6;FIPEXIDE
CYP3A4;FIPEXIDE
AR;FIPEXIDE HYDROCHLORIDE
CYP3A4;FIPEXIDE HYDROCHLORIDE
NFE2L2;FIPEXIDE HYDROCHLORIDE
AR;FIPRONIL
NFE2L2;FIPRONIL
ITGA4;FIRATEGRAST
ITGA4;FIRATEGRAST
ITGB1;FIRATEGRAST
ITGB1;FIRATEGRAST
ITGB7;FIRATEGRAST
PTGS2;FIROCOXIB
ACACA;FIRSOCOSTAT
ACACB;FIRSOCOSTAT
ALOX12;FISETIN
ALOX15;FISETIN
APEX1;FISETIN
CDK6;FISETIN
CYP2C9;FISETIN
CYP3A4;FISETIN
HSD17B10;FISETIN
KDM4E;FISETIN
MAPK1;FISETIN
MAPT;FISETIN
POLK;FISETIN
RECQL;FISETIN
TOP1;FISETIN
TOP2A;FISETIN
CACNA1C;FISH OIL TRIGLYCERIDES
DGAT2;FISH OIL TRIGLYCERIDES
FFAR4;FISH OIL TRIGLYCERIDES
NFKB2;FISH OIL TRIGLYCERIDES
PPARA;FISH OIL TRIGLYCERIDES
PPARD;FISH OIL TRIGLYCERIDES
PPARG;FISH OIL TRIGLYCERIDES
PTGS2;FISH OIL TRIGLYCERIDES
SCN1A;FISH OIL TRIGLYCERIDES
SREBF1;FISH OIL TRIGLYCERIDES
ESR1;FISPEMIFENE
ESR1;FISPEMIFENE
ESR2;FISPEMIFENE
ESR2;FISPEMIFENE
ADORA1;FK453
ADORA1;FK453
ADORA2A;FK453
ADORA2B;FK453
ADORA3;FK453
TYRP1;FLANVOTUMAB
TYRP1;FLANVOTUMAB
POLK;FLAVANOMAREIN
ADORA3;FLAVANONE
ALOX15;FLAVANONE
HPGD;FLAVANONE
HSD11B1;FLAVANONE
KDM4E;FLAVANONE
MAOB;FLAVANONE
POLK;FLAVANONE
TARDBP;FLAVANONE
TP53;FLAVANONE
ACAD8;FLAVIN ADENIN DINUCLEOTIDE
ACADM;FLAVIN ADENIN DINUCLEOTIDE
ACADS;FLAVIN ADENIN DINUCLEOTIDE
ACOX1;FLAVIN ADENIN DINUCLEOTIDE
AIFM1;FLAVIN ADENIN DINUCLEOTIDE
CYB5R1;FLAVIN ADENIN DINUCLEOTIDE
CYB5R3;FLAVIN ADENIN DINUCLEOTIDE
DAO;FLAVIN ADENIN DINUCLEOTIDE
DLD;FLAVIN ADENIN DINUCLEOTIDE
DPYD;FLAVIN ADENIN DINUCLEOTIDE
ERO1B;FLAVIN ADENIN DINUCLEOTIDE
FDXR;FLAVIN ADENIN DINUCLEOTIDE
GCDH;FLAVIN ADENIN DINUCLEOTIDE
GFER;FLAVIN ADENIN DINUCLEOTIDE
GSR;FLAVIN ADENIN DINUCLEOTIDE
IL4I1;FLAVIN ADENIN DINUCLEOTIDE
IVD;FLAVIN ADENIN DINUCLEOTIDE
MAOA;FLAVIN ADENIN DINUCLEOTIDE
MAOB;FLAVIN ADENIN DINUCLEOTIDE
NDUFA9;FLAVIN ADENIN DINUCLEOTIDE
NOS1;FLAVIN ADENIN DINUCLEOTIDE
NQO1;FLAVIN ADENIN DINUCLEOTIDE
NQO2;FLAVIN ADENIN DINUCLEOTIDE
POR;FLAVIN ADENIN DINUCLEOTIDE
TXNRD1;FLAVIN ADENIN DINUCLEOTIDE
USP1;FLAVIN ADENIN DINUCLEOTIDE
XDH;FLAVIN ADENIN DINUCLEOTIDE
ABCB1;FLAVOKAWAIN A
ATXN2;FLAVOKAWAIN B
VDR;FLAVOKAWAIN B
ADORA2A;FLAVONE
ADORA3;FLAVONE
AHR;FLAVONE
ATAD5;FLAVONE
CYP1B1;FLAVONE
ESRRA;FLAVONE
ESRRB;FLAVONE
HPGD;FLAVONE
NFE2L2;FLAVONE
KDM4E;FLAVONOL
CHRM1;FLAVOXATE
CHRM1;FLAVOXATE
CHRM1;FLAVOXATE
CHRM2;FLAVOXATE
CHRM2;FLAVOXATE
CHRM2;FLAVOXATE
CHRM5;FLAVOXATE
CYP2D6;FLAVOXATE
PDE4A;FLAVOXATE HYDROCHLORIDE
PDE4B;FLAVOXATE HYDROCHLORIDE
PDE4C;FLAVOXATE HYDROCHLORIDE
PDE4D;FLAVOXATE HYDROCHLORIDE
PDE7A;FLAVOXATE HYDROCHLORIDE
PDE7B;FLAVOXATE HYDROCHLORIDE
PDE8A;FLAVOXATE HYDROCHLORIDE
PDE8B;FLAVOXATE HYDROCHLORIDE
GMNN;FLAZALONE
CYP1A2;FLECAINIDE
KCNA5;FLECAINIDE
KCNA7;FLECAINIDE
KCNH2;FLECAINIDE
KCNJ11;FLECAINIDE
RFWD2;FLECAINIDE
RYR2;FLECAINIDE
SCN11A;FLECAINIDE
SCN4A;FLECAINIDE
SCN5A;FLECAINIDE
SCN5A;FLECAINIDE
SCN5A;FLECAINIDE
SCN5A;FLECAINIDE
KCNH2;FLECAINIDE ACETATE
SCN5A;FLECAINIDE ACETATE
KDM4E;FLEROXACIN
TOP2A;FLEROXACIN
TOP2B;FLEROXACIN
HTR1A;FLESINOXAN
CYP1A2;FLIBANSERIN
CYP2B6;FLIBANSERIN
CYP2C19;FLIBANSERIN
CYP2C19;FLIBANSERIN
CYP2C8;FLIBANSERIN
CYP2C9;FLIBANSERIN
CYP2C9;FLIBANSERIN
CYP2D6;FLIBANSERIN
CYP2D6;FLIBANSERIN
CYP3A4;FLIBANSERIN
DRD4;FLIBANSERIN
HTR1A;FLIBANSERIN
HTR1A;FLIBANSERIN
HTR1A;FLIBANSERIN
HTR1A;FLIBANSERIN
HTR2A;FLIBANSERIN
HTR2A;FLIBANSERIN
HTR2A;FLIBANSERIN
HTR2A;FLIBANSERIN
KCNMA1;FLINDOKALNER
KCNMA1;FLINDOKALNER
KCNQ2;FLINDOKALNER
KCNQ2;FLINDOKALNER
KCNQ3;FLINDOKALNER
KCNQ4;FLINDOKALNER
KCNQ4;FLINDOKALNER
KCNQ5;FLINDOKALNER
KCNQ5;FLINDOKALNER
NFE2L2;FLOCTAFENINE
CYP3A4;FLOPROPIONE
MAOA;FLORTAUCIPIR F 18
MAOB;FLORTAUCIPIR F 18
MAPT;FLORTAUCIPIR F 18
IL3RA;FLOTETUZUMAB
IL3RA;FLOTETUZUMAB
HLA-B;FLOXACILLIN
HLA-C;FLOXACILLIN
HLA-DQB1;FLOXACILLIN
HLA-DRA;FLOXACILLIN
HLA-DRB1;FLOXACILLIN
NR1I2;FLOXACILLIN
ST6GAL1;FLOXACILLIN
ABCC5;FLOXURIDINE
BCL2;FLOXURIDINE
CYP1A2;FLOXURIDINE
CYP2C19;FLOXURIDINE
CYP2C9;FLOXURIDINE
CYP2D6;FLOXURIDINE
CYP3A4;FLOXURIDINE
DNMT1;FLOXURIDINE
ENO2;FLOXURIDINE
ERBB2;FLOXURIDINE
FAS;FLOXURIDINE
IDH1;FLOXURIDINE
PIK3CA;FLOXURIDINE
TYMS;FLOXURIDINE
TYMS;FLOXURIDINE
TYMS;FLOXURIDINE
TYMS;FLOXURIDINE
TYMS;FLOXURIDINE
AR;FLUACIZINE
VDR;FLUACIZINE
AR;FLUAZINAM
EYA2;FLUAZINAM
NR1H4;FLUAZINAM
SMAD3;FLUAZINAM
VDR;FLUAZINAM
ALB;FLUCONAZOLE
CYP1A2;FLUCONAZOLE
CYP2C19;FLUCONAZOLE
CYP2C9;FLUCONAZOLE
CYP2C9;FLUCONAZOLE
CYP2D6;FLUCONAZOLE
CYP3A4;FLUCONAZOLE
CYP51A1;FLUCONAZOLE
HSP90AA1;FLUCONAZOLE
TARDBP;FLUCONAZOLE
AR;FLUCYTOSINE
DNMT1;FLUCYTOSINE
DPYD;FLUCYTOSINE
ADA;FLUDARABINE
ATM;FLUDARABINE
BAX;FLUDARABINE
CD40;FLUDARABINE
CXCL12;FLUDARABINE
CYP2E1;FLUDARABINE
DCK;FLUDARABINE
DCK;FLUDARABINE
IKZF1;FLUDARABINE
MPO;FLUDARABINE
NFE2L2;FLUDARABINE
PIK3CG;FLUDARABINE
POLA1;FLUDARABINE
POLA1;FLUDARABINE
POLA1;FLUDARABINE
RRM1;FLUDARABINE
RRM1;FLUDARABINE
RRM1;FLUDARABINE
RRM1;FLUDARABINE
RRM2;FLUDARABINE
SLC22A12;FLUDARABINE
SLC29A1;FLUDARABINE
SLCO1B1;FLUDARABINE
SMAD3;FLUDARABINE
SULT2B1;FLUDARABINE
XIAP;FLUDARABINE
POLA1;FLUDARABINE PHOSPHATE
POLD1;FLUDARABINE PHOSPHATE
POLE;FLUDARABINE PHOSPHATE
RRM1;FLUDARABINE PHOSPHATE
RRM2;FLUDARABINE PHOSPHATE
RRM2B;FLUDARABINE PHOSPHATE
LCT;FLUDEOXYGLUCOSE
CD34;FLUDEOXYGLUCOSE-F18
GCG;FLUDEOXYGLUCOSE-F18
GPI;FLUDEOXYGLUCOSE-F18
PIK3CG;FLUDEOXYGLUCOSE-F18
